survey_year,company_size,num_employees,annual_revenue_usd_millions,company_age,ai_adoption_rate,ai_adoption_stage,years_using_ai,num_ai_tools_used,ai_projects_active,ai_training_hours,ai_budget_percentage,ai_maturity_score,ai_failure_rate,ai_investment_per_employee,regulatory_compliance_score,data_privacy_level,ai_ethics_committee,ai_risk_management_score,remote_work_percentage,employee_satisfaction_score,task_automation_rate,time_saved_per_week,productivity_change_percent,jobs_displaced,jobs_created,reskilled_employees,revenue_growth_percent,innovation_score,quarter_sin,quarter_cos,country_Australia,country_Brazil,country_Canada,country_Chile,country_China,country_Colombia,country_Egypt,country_France,country_Germany,country_India,country_Indonesia,country_Italy,country_Japan,country_Kenya,country_Malaysia,country_Netherlands,country_New Zealand,country_Nigeria,country_Philippines,country_Poland,country_Singapore,country_South Africa,country_South Korea,country_Spain,country_Sweden,country_Thailand,country_UK,country_USA,country_Vietnam,region_Asia,region_Europe,region_North America,region_Oceania,region_South America,industry_Consulting,industry_Education,industry_Finance,industry_Healthcare,industry_Logistics,industry_Manufacturing,industry_Retail,industry_Technology,ai_primary_tool_Claude,ai_primary_tool_Custom Internal AI,ai_primary_tool_Gemini,ai_primary_tool_GitHub Copilot,ai_primary_tool_Other,ai_use_case_Fraud Detection,ai_use_case_HR Automation,ai_use_case_Marketing Automation,ai_use_case_Medical Diagnostics,ai_use_case_Predictive Maintenance,ai_use_case_Software Development,ai_use_case_Supply Chain Optimization,cost_reduction_percent,customer_satisfaction
2025,0,26,6.35,33,35.72,2,9,2,4,29.24,12.59,0.356,21.96,30745.99,62,1,1,59,48.92,4.62,30.31,6.23,3.56,1,1,3,0.07,57,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,7.88,4.32
2024,1,880,340.33,31,14.9,1,2,1,4,10.6,7.67,0.213,34.29,29669.42,57,0,1,68,39.81,5.32,6.69,2.51,3.82,14,14,28,9.28,41,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.84,4.41
2025,0,47,42.05,31,41.81,2,4,2,7,28.35,10.2,0.371,26.91,91228.92,65,0,0,67,56.66,6.04,23.81,5.28,11.0,3,3,4,5.5,66,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3.56,4.36
2024,0,60,17.07,32,24.54,1,7,2,4,3.15,5.53,0.154,38.99,15731.4,72,1,0,51,15.47,4.89,18.75,7.13,3.46,2,1,0,-5.0,49,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.72,5.44
2026,1,857,462.48,31,34.64,1,6,2,5,31.62,8.35,0.326,28.74,45044.86,75,2,1,61,46.69,5.15,23.28,7.09,12.06,23,46,102,1.16,48,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.54,5.7
2023,0,11,17.45,6,26.9,1,5,2,5,46.34,5.28,0.347,23.89,83802.97,82,1,1,74,20.53,4.69,21.95,8.74,12.33,0,0,1,7.83,52,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14.13,5.3
2026,2,18334,1859.72,33,58.2,2,3,3,11,48.33,16.49,0.605,12.11,16724.8,67,2,1,79,45.25,6.46,26.77,8.22,17.01,874,935,2557,1.83,60,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.31,7.85
2024,0,56,23.92,13,29.96,1,5,2,6,13.64,8.19,0.266,30.95,34965.21,57,2,0,53,28.83,5.34,1.82,3.6,7.43,0,2,1,9.11,53,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,5.72
2025,1,240,72.12,10,46.1,2,4,3,11,42.58,11.88,0.519,21.53,35695.46,62,1,1,62,57.04,6.72,15.96,6.87,10.51,8,13,31,14.97,63,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6.05,4.82
2024,1,333,102.62,31,25.97,1,4,2,5,4.73,5.44,0.176,36.35,16767.82,71,1,1,57,66.15,5.13,22.55,6.26,1.11,16,7,0,-4.37,50,1.2246467991473532e-16,-1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.16,4.5
2023,0,15,43.81,4,34.08,1,2,3,7,19.86,6.77,0.29,40.0,197789.68,72,2,0,47,73.12,5.7,23.53,5.9,13.64,1,0,1,7.78,60,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3.24,5.83
2024,0,13,49.84,12,12.79,1,8,1,3,22.35,3.29,0.187,38.17,126180.35,71,1,1,69,32.61,4.38,11.01,6.12,0.0,0,0,1,-1.74,56,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.52,3.78
2026,1,942,131.01,24,41.18,2,3,3,4,7.38,9.71,0.227,26.24,13499.02,72,2,0,40,30.74,5.68,18.95,6.58,4.13,37,59,0,4.26,41,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.57,5.66
2024,1,451,317.1,22,34.88,1,2,3,4,31.2,8.9,0.315,31.87,62604.66,74,1,0,57,31.05,3.66,20.6,7.03,6.67,22,16,31,12.58,65,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7.65,5.53
2023,0,91,39.74,4,46.09,2,3,1,8,38.02,6.57,0.379,21.17,28700.46,66,1,0,46,41.6,5.15,27.88,6.81,10.92,4,5,9,8.43,74,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9.15,4.97
2023,1,153,146.16,18,6.77,0,0,1,3,0.0,3.33,0.094,40.0,31812.56,62,1,0,58,21.65,3.96,11.11,3.35,0.32,3,4,0,11.09,45,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.36,3.62
2025,1,310,109.14,9,42.79,2,6,1,10,40.01,10.2,0.469,20.37,35923.74,75,2,0,60,57.6,5.87,23.45,9.72,12.39,7,15,34,8.97,61,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6.88,5.99
2025,0,35,16.47,21,20.74,1,6,1,3,10.03,4.46,0.151,30.08,20987.41,90,1,0,54,56.81,5.7,23.48,7.93,3.38,2,1,0,10.21,61,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4.26,5.94
2026,1,905,453.43,22,49.7,2,8,2,6,24.44,15.58,0.41,24.17,78064.26,66,2,0,69,37.02,5.2,30.48,9.92,10.32,64,51,56,3.95,64,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.13,5.84
2024,1,817,390.49,23,32.41,1,2,3,11,36.79,9.67,0.466,22.76,46209.78,63,1,1,65,34.6,4.17,19.2,7.34,10.68,31,23,80,9.44,61,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.51,5.72
2026,1,587,431.82,4,0.0,0,0,1,2,2.93,3.0,0.086,39.86,22067.28,82,2,0,53,0.84,5.85,0.0,2.56,0.0,13,0,20,-4.59,46,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42,3.36
2024,1,735,424.15,4,42.56,2,1,2,6,35.67,13.69,0.431,25.43,79006.13,77,2,0,67,61.89,6.11,17.13,4.92,12.85,33,40,81,9.91,71,1.2246467991473532e-16,-1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9.02,5.96
2023,1,205,412.26,14,3.65,0,0,1,1,7.56,4.18,0.104,36.64,84109.88,64,1,0,59,16.93,4.1,0.0,0.0,6.1,1,0,2,-2.56,48,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,4.81
2024,0,68,24.08,8,49.39,2,5,3,6,34.45,13.89,0.429,19.99,49173.31,61,0,1,75,68.65,5.63,19.28,7.08,4.83,3,3,5,4.56,64,1.2246467991473532e-16,-1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,6.85,4.72
2023,1,308,93.78,1,43.49,2,1,2,7,40.53,11.25,0.436,18.71,34268.14,88,2,0,57,61.51,6.05,25.04,10.2,12.28,20,19,23,1.53,59,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,9.99,6.16
2026,2,17080,7746.19,24,34.43,1,7,1,7,6.2,9.52,0.269,40.0,43174.56,72,2,0,59,50.88,5.24,28.3,8.22,8.65,1125,629,0,-1.23,40,1.2246467991473532e-16,-1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.88,6.98
2024,1,301,311.63,33,54.36,2,8,5,11,37.83,14.52,0.534,19.62,150285.48,98,1,1,89,79.63,6.3,40.65,9.83,15.6,27,16,25,0.46,59,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,7.57,6.87
2025,2,8740,3748.87,13,33.64,1,4,3,10,19.17,12.4,0.412,28.89,53206.61,67,1,1,63,42.18,5.9,26.24,6.14,16.98,485,345,403,8.01,50,1.2246467991473532e-16,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5.7,5.36
2023,1,631,367.48,33,27.7,1,6,2,7,19.44,6.66,0.286,23.28,38779.57,80,2,1,57,34.0,5.33,17.07,5.18,4.45,17,22,34,-3.46,66,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6.33,4.64
2023,2,17136,3124.16,26,22.35,1,6,1,6,28.53,4.76,0.282,24.77,8675.77,80,2,1,57,44.87,5.89,11.8,3.04,8.96,325,380,1367,0.57,59,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.15,4.32
2024,0,99,45.05,12,33.5,1,8,2,5,31.58,8.49,0.328,35.55,38638.98,74,1,0,64,66.22,5.32,15.92,2.83,4.27,3,4,9,8.02,46,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.14,6.23
2025,0,33,15.82,17,43.01,2,6,3,7,30.35,8.76,0.36,14.08,42004.94,74,0,1,68,53.29,5.66,35.08,9.02,15.25,3,2,4,17.06,67,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4.57,6.47
2023,2,16061,2284.51,11,40.18,2,3,2,10,29.77,9.07,0.412,23.56,12906.3,71,2,0,55,47.4,4.64,21.64,5.25,10.51,998,816,615,10.0,62,1.0,6.123233995736766e-17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.23,7.18
2024,2,17729,8714.05,30,34.88,1,5,2,4,43.4,8.54,0.361,22.78,41993.37,80,0,1,66,41.45,6.27,18.06,9.68,8.42,703,436,1605,0.2,59,1.0,6.123233995736766e-17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7.96,4.7
2024,1,356,228.46,7,20.78,1,5,3,5,19.11,5.7,0.239,29.17,36552.77,75,2,0,47,28.55,4.42,6.02,1.18,0.65,6,6,24,4.6,42,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91,5.17
2025,2,9973,6315.04,9,52.33,2,9,3,13,26.73,15.27,0.532,20.2,96682.11,70,1,1,72,62.94,5.87,24.58,8.22,13.87,547,567,594,4.66,67,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.58,7.25
2023,1,304,450.53,26,36.05,2,5,2,7,45.32,15.05,0.506,20.22,223034.23,77,2,0,61,58.41,6.25,1.57,2.49,13.76,5,15,32,1.25,40,1.2246467991473532e-16,-1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6.68,5.12
2024,1,771,147.22,33,37.36,2,5,3,4,21.08,9.87,0.286,31.23,18847.27,61,1,1,60,54.56,6.31,20.45,4.8,11.22,33,40,33,9.82,61,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.09,5.39
2025,0,73,11.96,18,32.74,1,7,1,1,13.58,3.6,0.121,30.96,5900.95,73,2,0,49,44.93,6.68,25.39,7.39,9.7,4,3,3,4.12,41,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23,5.18
2023,0,36,33.3,20,39.84,2,7,3,11,45.25,6.82,0.463,13.23,63102.24,62,1,1,64,19.44,6.18,10.32,3.0,10.24,1,2,3,0.0,47,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27,5.98
2025,0,54,21.45,18,25.4,1,8,2,2,8.59,6.26,0.153,40.0,24879.55,70,2,0,65,14.46,5.96,12.7,0.81,0.0,1,1,2,1.24,50,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2.8,4.12
2024,1,596,459.32,18,33.2,1,4,3,5,13.75,8.5,0.254,30.29,65531.09,58,1,1,68,49.65,5.94,15.13,3.9,4.67,9,14,34,-1.86,50,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7.44,5.45
2023,0,60,25.29,8,33.52,1,7,2,4,23.9,5.95,0.246,30.57,25081.16,75,1,1,65,46.28,5.93,12.28,5.87,11.67,2,3,4,11.15,54,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.72,5.29
2026,2,15954,3935.47,4,32.95,1,3,2,7,30.33,13.67,0.425,23.19,33714.23,80,2,1,70,39.6,4.97,15.2,6.38,10.65,605,1039,726,7.59,61,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,4.5,5.3
2023,2,3943,9457.88,18,52.71,2,7,3,10,17.93,13.81,0.426,26.62,331351.16,90,1,0,54,55.98,5.09,30.49,9.56,13.31,257,248,186,10.68,61,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.03,5.38
2025,2,6878,9470.39,8,29.44,1,5,3,4,15.37,9.73,0.26,36.8,134002.72,54,1,0,57,49.39,5.01,9.75,4.45,2.38,107,221,375,-1.75,45,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.12,4.45
2024,0,47,43.53,23,38.5,2,6,2,7,17.27,10.52,0.329,34.05,97400.44,48,1,1,52,44.97,5.23,8.94,2.29,7.47,1,2,3,6.8,41,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.89,6.1
2023,0,81,47.19,24,20.63,1,4,3,0,21.93,5.34,0.163,28.86,31105.61,84,2,0,51,38.69,5.56,21.75,4.77,2.8,4,2,5,-0.2,54,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.61,5.35
2023,1,650,101.16,21,26.53,1,2,2,9,47.44,7.0,0.441,23.53,10896.02,71,1,1,81,23.95,7.51,13.83,7.41,14.63,24,24,62,10.45,66,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.51,4.44
2024,1,101,290.41,22,25.1,1,7,2,6,23.75,7.47,0.299,33.42,214922.67,74,1,0,56,61.26,4.19,11.3,5.16,9.07,1,3,5,-1.22,56,1.0,6.123233995736766e-17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.64
2023,1,240,152.34,28,23.1,1,7,3,2,14.64,1.26,0.111,29.86,7976.98,68,1,0,54,34.2,5.21,16.45,0.0,0.58,8,7,15,2.98,57,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.88,5.78
2026,0,76,20.2,9,19.8,1,6,1,0,7.37,8.02,0.138,29.55,21314.62,66,1,1,61,48.49,5.06,8.49,4.97,3.3,1,3,2,2.08,50,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.56,6.29
2024,2,1825,639.45,32,47.2,2,3,4,13,35.24,9.49,0.49,20.99,33248.77,83,2,0,66,42.72,6.2,25.21,7.67,16.21,79,109,159,7.36,71,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6.75,6.01
2024,0,65,42.36,12,47.73,2,3,2,7,41.65,5.66,0.366,33.05,36855.83,65,1,0,68,67.05,5.96,21.86,7.7,7.72,3,4,7,6.41,46,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8.3,3.49
2024,1,502,384.5,13,37.12,2,7,3,7,24.5,8.56,0.333,28.3,65527.01,81,1,0,59,37.33,6.21,17.43,7.17,0.0,16,20,40,0.45,57,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,6.3,4.07
2026,0,78,4.32,28,49.1,2,4,3,11,27.16,10.29,0.434,25.65,5701.53,61,1,0,68,44.87,6.09,26.27,11.55,12.77,3,4,5,10.67,51,1.2246467991473532e-16,-1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,10.37,5.11
2023,2,16762,6098.81,4,40.28,2,1,3,9,24.55,11.21,0.402,20.22,40798.81,64,0,1,69,29.84,6.01,19.57,7.32,8.08,800,779,1267,9.6,70,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,3.82,6.68
2025,0,19,46.58,11,17.42,1,6,2,6,9.97,6.57,0.229,28.59,161120.56,53,1,1,57,11.0,6.03,18.55,6.36,0.0,1,0,1,0.24,42,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.96,4.11
2025,0,64,20.21,12,38.07,2,4,2,8,37.92,10.0,0.425,17.68,31576.05,72,0,1,71,20.49,5.66,24.02,6.46,6.21,3,3,4,4.87,47,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.72,6.11
2025,1,272,438.77,14,17.87,1,6,3,6,0.0,7.94,0.206,36.64,128102.56,71,1,0,62,57.33,5.84,3.6,0.75,0.0,2,6,0,6.45,49,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,3.63
